Index,Source,Species,Tissue,Batch,FragPipe_result,Contaminant,Protein,Protein ID,Entry Name,Gene,Length,Is Decoy,Is Contaminant,Organism,Protein Description,Protein Existence,Coverage,Protein Probability,Top Peptide Probability,Protein Qvalue,Total Peptides,Unique Peptides,Razor Peptides,Total Spectral Count,Unique Spectral Count,Razor Spectral Count,Total Intensity,Unique Intensity,Razor Intensity,Razor Assigned Modifications,Razor Observed Modifications,Indistinguishable Proteins
418,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0491000.1,TraesCS5A03G0491000.1,TraesCS5A03G0491000.1,,620,False,False,,TraesCS5A03G0491000.1,,3.06,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS5A03G0491000.2, TraesCS5B03G0493600.1, TraesCS5B03G0493600.2, TraesCS5B03G0493600.3, TraesCS5D03G0456200.1"
419,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0509000.1,TraesCS5A03G0509000.1,TraesCS5A03G0509000.1,,2359,False,False,,TraesCS5A03G0509000.1,,0.97,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS5B03G0515300.1, TraesCS5D03G0476100.1, TraesCS7A03G0306700.1, TraesCS7B03G0079700.1, TraesCS7D03G0289300.1"
420,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0595200.1,TraesCS5A03G0595200.1,TraesCS5A03G0595200.1,,440,False,False,,TraesCS5A03G0595200.1,,7.73,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,,,
421,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0612000.1,TraesCS5A03G0612000.1,TraesCS5A03G0612000.1,,236,False,False,,TraesCS5A03G0612000.1,,7.2,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G0629600.1, TraesCS5D03G0576500.1"
422,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0644600.1,TraesCS5A03G0644600.1,TraesCS5A03G0644600.1,,121,False,False,,TraesCS5A03G0644600.1,,28.93,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,,,
423,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0690100.1,TraesCS5A03G0690100.1,TraesCS5A03G0690100.1,,417,False,False,,TraesCS5A03G0690100.1,,4.56,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G0725200.1, TraesCS5D03G0657700.1, TraesCS5D03G0657700.2, TraesCS5D03G0657700.3"
424,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0700200.1,TraesCS5A03G0700200.1,TraesCS5A03G0700200.1,,221,False,False,,TraesCS5A03G0700200.1,,9.95,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G0736300.1, TraesCS5D03G0666800.1"
425,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0739300.1,TraesCS5A03G0739300.1,TraesCS5A03G0739300.1,,346,False,False,,TraesCS5A03G0739300.1,,5.49,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,,,
426,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0748800.1,TraesCS5A03G0748800.1,TraesCS5A03G0748800.1,,1081,False,False,,TraesCS5A03G0748800.1,,1.94,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS5A03G0748800.2, TraesCS5A03G1066100.1, TraesCS5B03G0783000.1, TraesCS5B03G0783000.2, TraesCS5B03G1127800.1, TraesCS5D03G0710200.1, TraesCS5D03G1021000.1"
427,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0767800LC.1,TraesCS5A03G0767800LC.1,TraesCS5A03G0767800LC.1,,268,False,False,,TraesCS5A03G0767800LC.1,,10.82,0.9978,0.999,0.0,1,0,1,5,0,5,0,0,0,,,"TraesCS5B03G0802900.1, TraesCS5D03G0728000.1"
428,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0890200.1,TraesCS5A03G0890200.1,TraesCS5A03G0890200.1,,143,False,False,,TraesCS5A03G0890200.1,,34.97,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
429,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0906200.1,TraesCS5A03G0906200.1,TraesCS5A03G0906200.1,,864,False,False,,TraesCS5A03G0906200.1,,2.08,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5A03G0907300.1, TraesCS5A03G0907400.1, TraesCS5B03G0957600.1, TraesCS5B03G0957800.1, TraesCS5B03G0958400.1, TraesCS5D03G0868300.1, TraesCS5D03G0868800.1, TraesCS5D03G0868800.2"
430,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G0955600.1,TraesCS5A03G0955600.1,TraesCS5A03G0955600.1,,342,False,False,,TraesCS5A03G0955600.1,,6.43,0.9978,0.999,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS5A03G0955600.2, TraesCS5B03G1004000.1, TraesCS5B03G1004000.2, TraesCS5D03G0911100.1"
431,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1003900LC.1,TraesCS5A03G1003900LC.1,TraesCS5A03G1003900LC.1,,162,False,False,,TraesCS5A03G1003900LC.1,,32.72,0.9978,0.999,0.0,2,0,2,4,0,4,0,0,0,,,"TraesCS5B03G1050300.1, TraesCS5D03G0951100.1"
432,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1047100.1,TraesCS5A03G1047100.1,TraesCS5A03G1047100.1,,290,False,False,,TraesCS5A03G1047100.1,,11.72,0.9978,0.999,0.0,1,1,1,6,6,6,0,0,0,N-term(42.0106),,
433,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1089200.1,TraesCS5A03G1089200.1,TraesCS5A03G1089200.1,,305,False,False,,TraesCS5A03G1089200.1,,9.51,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G1151300.1, TraesCS5D03G1045400.1"
434,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1097400.1,TraesCS5A03G1097400.1,TraesCS5A03G1097400.1,,642,False,False,,TraesCS5A03G1097400.1,,2.65,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G1164600.1, TraesCS5B03G1164600.2, TraesCS5D03G1054900.1, TraesCS5D03G1054900.2, TraesCS5D03G1054900.3"
435,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1115600.1,TraesCS5A03G1115600.1,TraesCS5A03G1115600.1,,516,False,False,,TraesCS5A03G1115600.1,,3.49,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS5B03G1183600.1, TraesCS5D03G1068400.1"
436,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5A03G1126800.1,TraesCS5A03G1126800.1,TraesCS5A03G1126800.1,,138,False,False,,TraesCS5A03G1126800.1,,11.59,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G1194500LC.1, TraesCS5D03G1080100.1"
437,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0028300.1,TraesCS5B03G0028300.1,TraesCS5B03G0028300.1,,167,False,False,,TraesCS5B03G0028300.1,,18.56,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,,,
438,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0429800.1,TraesCS5B03G0429800.1,TraesCS5B03G0429800.1,,583,False,False,,TraesCS5B03G0429800.1,,4.97,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,,,
439,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0484200.1,TraesCS5B03G0484200.1,TraesCS5B03G0484200.1,,167,False,False,,TraesCS5B03G0484200.1,,13.77,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
440,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0559100.1,TraesCS5B03G0559100.1,TraesCS5B03G0559100.1,,251,False,False,,TraesCS5B03G0559100.1,,7.57,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS5B03G0559100.2, TraesCS5D03G0513300.1"
441,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G0937300.1,TraesCS5B03G0937300.1,TraesCS5B03G0937300.1,,143,False,False,,TraesCS5B03G0937300.1,,34.97,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
442,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1100600.1,TraesCS5B03G1100600.1,TraesCS5B03G1100600.1,,247,False,False,,TraesCS5B03G1100600.1,,15.79,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,N-term(42.0106),,
443,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1102900.1,TraesCS5B03G1102900.1,TraesCS5B03G1102900.1,,290,False,False,,TraesCS5B03G1102900.1,,12.76,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,N-term(42.0106),,
444,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1239500.1,TraesCS5B03G1239500.1,TraesCS5B03G1239500.1,,514,False,False,,TraesCS5B03G1239500.1,,6.81,0.9978,0.999,0.0,1,1,1,3,3,3,0,0,0,,,
445,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5B03G1354000.1,TraesCS5B03G1354000.1,TraesCS5B03G1354000.1,,349,False,False,,TraesCS5B03G1354000.1,,4.3,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,TraesCS5D03G1211200.1
446,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0003300LC.1,TraesCS5D03G0003300LC.1,TraesCS5D03G0003300LC.1,,238,False,False,,TraesCS5D03G0003300LC.1,,10.5,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,,,
447,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0403000.1,TraesCS5D03G0403000.1,TraesCS5D03G0403000.1,,544,False,False,,TraesCS5D03G0403000.1,,5.33,0.9978,0.999,0.0,1,1,1,4,4,4,0,0,0,,,
448,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0704400.1,TraesCS5D03G0704400.1,TraesCS5D03G0704400.1,,343,False,False,,TraesCS5D03G0704400.1,,5.54,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
449,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0852000.1,TraesCS5D03G0852000.1,TraesCS5D03G0852000.1,,143,False,False,,TraesCS5D03G0852000.1,,34.97,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
450,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0987200.1,TraesCS5D03G0987200.1,TraesCS5D03G0987200.1,,638,False,False,,TraesCS5D03G0987200.1,,6.43,0.9978,0.999,0.0,2,0,1,3,0,1,0,0,0,,,TraesCS5D03G0987200.2
451,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G0991900.1,TraesCS5D03G0991900.1,TraesCS5D03G0991900.1,,284,False,False,,TraesCS5D03G0991900.1,,11.97,0.9978,0.999,0.0,1,1,1,6,6,6,0,0,0,N-term(42.0106),,
452,PXD004720,bread wheat,embryo,single,protein,no,TraesCS5D03G1116400.1,TraesCS5D03G1116400.1,TraesCS5D03G1116400.1,,514,False,False,,TraesCS5D03G1116400.1,,6.81,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
453,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0047100.1,TraesCS6A03G0047100.1,TraesCS6A03G0047100.1,,532,False,False,,TraesCS6A03G0047100.1,,3.76,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6A03G0047100.2, TraesCS6B03G0064400.1"
454,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0149000.1,TraesCS6A03G0149000.1,TraesCS6A03G0149000.1,,230,False,False,,TraesCS6A03G0149000.1,,7.39,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,N-term(42.0106),,TraesCS6B03G0211200.1
455,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0394700.1,TraesCS6A03G0394700.1,TraesCS6A03G0394700.1,,400,False,False,,TraesCS6A03G0394700.1,,7.5,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6A03G0394700.2, TraesCS6B03G0483700.1, TraesCS6B03G0483700.2, TraesCS6B03G0483700.3, TraesCS6D03G0333100.1, TraesCS6D03G0333100.2, TraesCS7A03G0921100.1, TraesCS7A03G0921100.2, TraesCS7B03G0764900.1, TraesCS7D03G0883800.1"
456,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0416600.1,TraesCS6A03G0416600.1,TraesCS6A03G0416600.1,,226,False,False,,TraesCS6A03G0416600.1,,8.85,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6B03G0506000.1, TraesCS6D03G0353400.1"
457,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0420400.1,TraesCS6A03G0420400.1,TraesCS6A03G0420400.1,,156,False,False,,TraesCS6A03G0420400.1,,19.23,0.9978,0.999,0.0,2,0,1,2,0,1,0,0,0,,,"TraesCS6B03G0509900.1, TraesCS7A03G0345400.1, TraesCS7B03G0136200.1"
458,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0622000.1,TraesCS6A03G0622000.1,TraesCS6A03G0622000.1,,422,False,False,,TraesCS6A03G0622000.1,,4.27,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,4M(15.9949),,"TraesCS6B03G0751900.1, TraesCS6D03G0519000.1, TraesCS6D03G0519000.2"
459,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0664500.1,TraesCS6A03G0664500.1,TraesCS6A03G0664500.1,,248,False,False,,TraesCS6A03G0664500.1,,8.06,0.9978,0.999,0.0,1,0,1,4,0,4,0,0,0,,,"TraesCS6B03G0812300.1, TraesCS6D03G0553100.1"
460,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0726600.1,TraesCS6A03G0726600.1,TraesCS6A03G0726600.1,,214,False,False,,TraesCS6A03G0726600.1,,8.41,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6B03G0862000.1, TraesCS6D03G0609900.1"
461,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0777200.1,TraesCS6A03G0777200.1,TraesCS6A03G0777200.1,,163,False,False,,TraesCS6A03G0777200.1,,11.04,0.9978,0.999,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS6B03G0923000.1, TraesCS6D03G0657600.1"
462,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0784600.1,TraesCS6A03G0784600.1,TraesCS6A03G0784600.1,,415,False,False,,TraesCS6A03G0784600.1,,4.82,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6B03G0932100.1, TraesCS6D03G0664000.1"
463,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0815300.1,TraesCS6A03G0815300.1,TraesCS6A03G0815300.1,,646,False,False,,TraesCS6A03G0815300.1,,2.63,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6A03G0815300.2, TraesCS6A03G0815300.3, TraesCS6A03G0815300.4, TraesCS6B03G0966900.1, TraesCS6B03G0966900.2, TraesCS6D03G0689500.1, TraesCS6D03G0689500.2, TraesCS7A03G0467200.1, TraesCS7B03G0272600.1, TraesCS7D03G0448700.1"
464,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0818200.1,TraesCS6A03G0818200.1,TraesCS6A03G0818200.1,,1086,False,False,,TraesCS6A03G0818200.1,,1.66,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS6A03G0818200.2, TraesCS6B03G0968700.1, TraesCS6B03G0968700.2, TraesCS6D03G0691400.1"
465,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0818800LC.1,TraesCS6A03G0818800LC.1,TraesCS6A03G0818800LC.1,,152,False,False,,TraesCS6A03G0818800LC.1,,13.16,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,N-term(42.0106),,"TraesCS6A03G0819000.1, TraesCS6D03G0692500.1"
466,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G0916300.1,TraesCS6A03G0916300.1,TraesCS6A03G0916300.1,,625,False,False,,TraesCS6A03G0916300.1,,3.36,0.9978,0.999,0.0,1,0,1,5,0,5,0,0,0,,,"TraesCS6B03G1101100.1, TraesCS6D03G0786700.1"
467,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6A03G1002400.1,TraesCS6A03G1002400.1,TraesCS6A03G1002400.1,,1019,False,False,,TraesCS6A03G1002400.1,,1.86,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS6B03G1229400.1, TraesCS6D03G0883500.1, TraesCS6D03G0883500.2"
468,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G0371600.1,TraesCS6B03G0371600.1,TraesCS6B03G0371600.1,,298,False,False,,TraesCS6B03G0371600.1,,10.4,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,TraesCS6D03G0237900.2
469,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G0559600.1,TraesCS6B03G0559600.1,TraesCS6B03G0559600.1,,139,False,False,,TraesCS6B03G0559600.1,,20.14,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,N-term(42.0106),,
470,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G0735200.1,TraesCS6B03G0735200.1,TraesCS6B03G0735200.1,,826,False,False,,TraesCS6B03G0735200.1,,2.3,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,N-term(42.0106),,TraesCS6D03G0508400.1
471,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G0969900.1,TraesCS6B03G0969900.1,TraesCS6B03G0969900.1,,162,False,False,,TraesCS6B03G0969900.1,,12.35,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,N-term(42.0106),,
472,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G1067300.1,TraesCS6B03G1067300.1,TraesCS6B03G1067300.1,,112,False,False,,TraesCS6B03G1067300.1,,16.07,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,TraesCS6D03G0764000.1
473,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6B03G1248900.1,TraesCS6B03G1248900.1,TraesCS6B03G1248900.1,,370,False,False,,TraesCS6B03G1248900.1,,5.68,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,TraesCS6D03G0892800.1
474,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6D03G0048700.1,TraesCS6D03G0048700.1,TraesCS6D03G0048700.1,,542,False,False,,TraesCS6D03G0048700.1,,3.69,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,,,
475,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6D03G0140500.1,TraesCS6D03G0140500.1,TraesCS6D03G0140500.1,,222,False,False,,TraesCS6D03G0140500.1,,11.71,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
476,PXD004720,bread wheat,embryo,single,protein,no,TraesCS6D03G0170600.1,TraesCS6D03G0170600.1,TraesCS6D03G0170600.1,,238,False,False,,TraesCS6D03G0170600.1,,7.98,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
477,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0090800.2,TraesCS7A03G0090800.2,TraesCS7A03G0090800.2,,1182,False,False,,TraesCS7A03G0090800.2,,2.03,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7A03G0090800.3, TraesCS7A03G0090800.4, TraesCS7A03G0090800.5, TraesCS7D03G0081400.3, TraesCS7D03G0081400.4, TraesCSU03G0061400.1, TraesCSU03G0061400.2, TraesCSU03G0061400.3"
478,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0379600.1,TraesCS7A03G0379600.1,TraesCS7A03G0379600.1,,459,False,False,,TraesCS7A03G0379600.1,,7.63,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0178200.1, TraesCS7D03G0364500.1"
479,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0416100.1,TraesCS7A03G0416100.1,TraesCS7A03G0416100.1,,230,False,False,,TraesCS7A03G0416100.1,,13.48,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,N-term(42.0106),,"TraesCS7A03G0416100.2, TraesCS7B03G0223600.1, TraesCS7D03G0404900.1, TraesCS7D03G0404900.2"
480,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0420200.1,TraesCS7A03G0420200.1,TraesCS7A03G0420200.1,,314,False,False,,TraesCS7A03G0420200.1,,6.69,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0226800.1, TraesCS7D03G0408700.1, TraesCS7D03G0408700.2"
481,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0441900.2,TraesCS7A03G0441900.2,TraesCS7A03G0441900.2,,320,False,False,,TraesCS7A03G0441900.2,,10.94,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0249600.1, TraesCS7D03G0427700.1"
482,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0524700.1,TraesCS7A03G0524700.1,TraesCS7A03G0524700.1,,266,False,False,,TraesCS7A03G0524700.1,,7.52,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,TraesCS7D03G0508900.1
483,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0608200.1,TraesCS7A03G0608200.1,TraesCS7A03G0608200.1,,122,False,False,,TraesCS7A03G0608200.1,,15.57,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS7B03G0432900.1, TraesCS7D03G0592400.1"
484,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0622700LC.1,TraesCS7A03G0622700LC.1,TraesCS7A03G0622700LC.1,,326,False,False,,TraesCS7A03G0622700LC.1,,15.64,0.9978,0.999,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS7B03G0444700.1, TraesCS7D03G0603900.1"
485,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0655200.1,TraesCS7A03G0655200.1,TraesCS7A03G0655200.1,,594,False,False,,TraesCS7A03G0655200.1,,3.7,0.9978,0.999,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS7B03G0496300.1, TraesCS7B03G0496300.2, TraesCS7D03G0629800.1"
486,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0671700.1,TraesCS7A03G0671700.1,TraesCS7A03G0671700.1,,358,False,False,,TraesCS7A03G0671700.1,,6.15,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS7B03G0566600.1, TraesCS7D03G0644300.1"
487,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0786700.1,TraesCS7A03G0786700.1,TraesCS7A03G0786700.1,,179,False,False,,TraesCS7A03G0786700.1,,11.73,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0624700.1, TraesCS7D03G0752300.1"
488,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0821000.1,TraesCS7A03G0821000.1,TraesCS7A03G0821000.1,,111,False,False,,TraesCS7A03G0821000.1,,27.03,0.9978,0.999,0.0,1,0,1,3,0,3,0,0,0,,,"TraesCS7B03G0679800.1, TraesCS7D03G0805300.1"
489,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0901600.1,TraesCS7A03G0901600.1,TraesCS7A03G0901600.1,,376,False,False,,TraesCS7A03G0901600.1,,5.05,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS7B03G0712100.1, TraesCS7D03G0834200.1"
490,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G0939400.1,TraesCS7A03G0939400.1,TraesCS7A03G0939400.1,,222,False,False,,TraesCS7A03G0939400.1,,9.91,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0785400.1, TraesCS7D03G0904900LC.1"
491,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G1080800.1,TraesCS7A03G1080800.1,TraesCS7A03G1080800.1,,124,False,False,,TraesCS7A03G1080800.1,,12.9,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS7B03G0925800.1, TraesCS7D03G1031500.1"
492,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G1148400.1,TraesCS7A03G1148400.1,TraesCS7A03G1148400.1,,425,False,False,,TraesCS7A03G1148400.1,,8.47,0.9978,0.999,0.0,2,0,1,3,0,2,0,0,0,,,"TraesCS7B03G1009400.1, TraesCS7D03G1093300.1, TraesCS7D03G1093400.1"
493,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7A03G1253800.1,TraesCS7A03G1253800.1,TraesCS7A03G1253800.1,,1171,False,False,,TraesCS7A03G1253800.1,,1.79,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,"TraesCS7A03G1253800.2, TraesCS7A03G1253800.3, TraesCS7B03G1173600.1, TraesCS7B03G1173600.2, TraesCS7D03G1198100.1, TraesCS7D03G1198100.2, TraesCS7D03G1198100.3, TraesCS7D03G1198100.4"
494,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7D03G0072700.1,TraesCS7D03G0072700.1,TraesCS7D03G0072700.1,,284,False,False,,TraesCS7D03G0072700.1,,8.45,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
495,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7D03G0073000.1,TraesCS7D03G0073000.1,TraesCS7D03G0073000.1,,168,False,False,,TraesCS7D03G0073000.1,,11.9,0.9978,0.999,0.0,1,0,1,1,0,1,0,0,0,,,
496,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7D03G0601900.1,TraesCS7D03G0601900.1,TraesCS7D03G0601900.1,,324,False,False,,TraesCS7D03G0601900.1,,10.8,0.9978,0.999,0.0,1,0,1,2,0,2,0,0,0,,,TraesCS7D03G0602100.1
497,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7D03G0670300.1,TraesCS7D03G0670300.1,TraesCS7D03G0670300.1,,703,False,False,,TraesCS7D03G0670300.1,,4.27,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
498,PXD004720,bread wheat,embryo,single,protein,no,TraesCS7D03G0872900.1,TraesCS7D03G0872900.1,TraesCS7D03G0872900.1,,322,False,False,,TraesCS7D03G0872900.1,,9.32,0.9978,0.999,0.0,1,1,1,2,2,2,0,0,0,,,
499,PXD004720,bread wheat,embryo,single,protein,yes,generic|con_K1C9_HUMAN|K1C9_HUMAN,generic|con_K1C9_HUMAN|K1C9_HUMAN,generic|con_K1C9_HUMAN|K1C9_HUMAN,,623,False,False,,generic|con_K1C9_HUMAN|K1C9_HUMAN,,4.65,0.9978,0.999,0.0,1,1,1,1,1,1,0,0,0,,,
500,PXD004720,bread wheat,embryo,single,protein,no,TraesCS1A03G0066300.1,TraesCS1A03G0066300.1,TraesCS1A03G0066300.1,,878,False,False,,TraesCS1A03G0066300.1,,2.73,0.9976,0.9989,0.0,1,0,1,1,0,1,0,0,0,,,"TraesCS1B03G0072800.1, TraesCS1D03G0055200.1"
