Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
TraesCS2A03G0086500.1	TraesCS2A03G0086500.1	TraesCS2A03G0086500.1		535	false	false		TraesCS2A03G0086500.1		3.74	0.9968	0.9985	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS2D03G0081400.1
TraesCS2A03G0837300.1	TraesCS2A03G0837300.1	TraesCS2A03G0837300.1		617	false	false		TraesCS2A03G0837300.1		2.92	0.9968	0.9985	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS2A03G0837300.2, TraesCS2D03G0780900.1, TraesCS2D03G0780900.2
TraesCS3A03G0356400.1	TraesCS3A03G0356400.1	TraesCS3A03G0356400.1		522	false	false		TraesCS3A03G0356400.1		6.51	0.9968	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
TraesCS4D03G0291400.1	TraesCS4D03G0291400.1	TraesCS4D03G0291400.1		376	false	false		TraesCS4D03G0291400.1		7.18	0.9968	0.9985	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS4D03G0291400.2, TraesCS4D03G0291400.3, TraesCS4D03G0291400.4, TraesCS4D03G0291400.5, TraesCSU03G0067800.1, TraesCSU03G0067800.2, TraesCSU03G0067800.3, TraesCSU03G0067800.4, TraesCSU03G0067800.5
TraesCS5B03G0933800LC.1	TraesCS5B03G0933800LC.1	TraesCS5B03G0933800LC.1		307	false	false		TraesCS5B03G0933800LC.1		2.28	0.9968	0.9985	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
TraesCS7A03G0505500.1	TraesCS7A03G0505500.1	TraesCS7A03G0505500.1		545	false	false		TraesCS7A03G0505500.1		3.85	0.9967	0.8064	0.00768245838668	2	0	2	4	0	4	     0	     0	     0			TraesCS7B03G0321600.1, TraesCS7B03G0321600.2, TraesCS7D03G0486900.1, TraesCS7D03G0486900.2, TraesCS7D03G0486900.3
TraesCS4B03G0884300.1	TraesCS4B03G0884300.1	TraesCS4B03G0884300.1		436	false	false		TraesCS4B03G0884300.1		4.13	0.9965	0.9984	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS4D03G0782300.1, TraesCS5A03G1197100.1, TraesCS5A03G1197100.2
TraesCS1A03G0805700.1	TraesCS1A03G0805700.1	TraesCS1A03G0805700.1		1547	false	false		TraesCS1A03G0805700.1		0.52	0.9963	0.9983	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS1A03G0805700.2, TraesCS1A03G0805700.3, TraesCS1B03G0926300.1, TraesCS1B03G0926300.2, TraesCS1D03G0772900.1
TraesCS1A03G0983800LC.1	TraesCS1A03G0983800LC.1	TraesCS1A03G0983800LC.1		121	false	false		TraesCS1A03G0983800LC.1		17.36	0.9963	0.9983	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS1D03G0287500LC.1, TraesCS4A03G0770500.1, TraesCS4A03G0770500.2, TraesCS4B03G0015000.1, TraesCS7A03G1214800LC.1, TraesCS7B03G0626100LC.1, TraesCS7D03G1155200.1, TraesCSU03G0073800LC.1
TraesCS2A03G0382500.1	TraesCS2A03G0382500.1	TraesCS2A03G0382500.1		151	false	false		TraesCS2A03G0382500.1		7.95	0.9963	0.9983	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS2B03G0538600.1, TraesCS2D03G0426500.1
TraesCS5A03G0444800.1	TraesCS5A03G0444800.1	TraesCS5A03G0444800.1		121	false	false		TraesCS5A03G0444800.1		9.09	0.9963	0.9983	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS5D03G0410900.1
TraesCS7A03G0930200.1	TraesCS7A03G0930200.1	TraesCS7A03G0930200.1		114	false	false		TraesCS7A03G0930200.1		16.67	0.9963	0.9983	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS7B03G0777800.1, TraesCS7D03G0896100.1
TraesCS1D03G0203900.1	TraesCS1D03G0203900.1	TraesCS1D03G0203900.1		401	false	false		TraesCS1D03G0203900.1		9.98	0.9961	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
TraesCS2A03G0559600.1	TraesCS2A03G0559600.1	TraesCS2A03G0559600.1		591	false	false		TraesCS2A03G0559600.1		3.05	0.9961	0.9982	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS2B03G0642800.1, TraesCS2D03G0519500.1
TraesCS2A03G1065600.1	TraesCS2A03G1065600.1	TraesCS2A03G1065600.1		110	false	false		TraesCS2A03G1065600.1		11.82	0.9961	0.9982	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			
TraesCS3A03G0350000.1	TraesCS3A03G0350000.1	TraesCS3A03G0350000.1		840	false	false		TraesCS3A03G0350000.1		2.50	0.9961	0.9982	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS3A03G0350000.2, TraesCS3B03G0425600.1, TraesCS3B03G0425600.2, TraesCS3B03G0425600.3, TraesCS3D03G0340500.1, TraesCS3D03G0340500.2
TraesCS5A03G0584700.1	TraesCS5A03G0584700.1	TraesCS5A03G0584700.1		245	false	false		TraesCS5A03G0584700.1		15.92	0.9961	0.9982	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS5B03G0599300.1, TraesCS5D03G0552200.1
TraesCS6B03G1281700.1	TraesCS6B03G1281700.1	TraesCS6B03G1281700.1		727	false	false		TraesCS6B03G1281700.1		1.65	0.9961	0.9982	0.00000000000000	1	1	1	1	1	1	     0	     0	     0			
TraesCS7A03G0958300.1	TraesCS7A03G0958300.1	TraesCS7A03G0958300.1		323	false	false		TraesCS7A03G0958300.1		6.50	0.9961	0.9982	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS7A03G0958500.1, TraesCS7B03G0801200.1, TraesCS7B03G0801400.1, TraesCS7D03G0923200.1
TraesCS1D03G0364300.1	TraesCS1D03G0364300.1	TraesCS1D03G0364300.1		574	false	false		TraesCS1D03G0364300.1		5.57	0.9960	0.9830	0.00768245838668	2	0	1	4	0	3	     0	     0	     0			TraesCS1D03G0364300.2
TraesCS2A03G0833600.1	TraesCS2A03G0833600.1	TraesCS2A03G0833600.1		276	false	false		TraesCS2A03G0833600.1		6.16	0.9959	0.9981	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	1M(15.9949)		TraesCS2B03G0923300.1, TraesCS2D03G0777100.1, TraesCS2D03G0777100.2
TraesCS2A03G1212600.1	TraesCS2A03G1212600.1	TraesCS2A03G1212600.1		176	false	false		TraesCS2A03G1212600.1		11.93	0.9959	0.9981	0.00000000000000	1	1	1	2	2	2	     0	     0	     0			
TraesCS3A03G0073500.1	TraesCS3A03G0073500.1	TraesCS3A03G0073500.1		186	false	false		TraesCS3A03G0073500.1		18.82	0.9959	0.9981	0.00000000000000	1	1	1	1	1	1	     0	     0	     0	6M(15.9949)		
TraesCS3A03G0653000.1	TraesCS3A03G0653000.1	TraesCS3A03G0653000.1		213	false	false		TraesCS3A03G0653000.1		9.39	0.9959	0.9981	0.00000000000000	1	0	1	4	0	4	     0	     0	     0			TraesCS3B03G0736100.1, TraesCS3D03G0598100.1
TraesCS4A03G0881400.1	TraesCS4A03G0881400.1	TraesCS4A03G0881400.1		356	false	false		TraesCS4A03G0881400.1		5.62	0.9959	0.9981	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS5B03G1251500.1, TraesCS5D03G1125700.1
TraesCS5A03G0458500.1	TraesCS5A03G0458500.1	TraesCS5A03G0458500.1		170	false	false		TraesCS5A03G0458500.1		5.88	0.9959	0.9981	0.00000000000000	1	0	1	6	0	6	     0	     0	     0			TraesCS5B03G0451100.1, TraesCS5D03G0423500.1
TraesCS7A03G0870200.1	TraesCS7A03G0870200.1	TraesCS7A03G0870200.1		137	false	false		TraesCS7A03G0870200.1		11.68	0.9959	0.9981	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS7B03G0742900.1, TraesCS7D03G0863800.1
TraesCS1A03G0716700.1	TraesCS1A03G0716700.1	TraesCS1A03G0716700.1		808	false	false		TraesCS1A03G0716700.1		2.60	0.9955	0.9979	0.00160513643660	1	0	1	2	0	2	     0	     0	     0			TraesCS1B03G0816900.1, TraesCS1B03G0816900.2, TraesCS1D03G0679200.1, TraesCS1D03G0679200.2
TraesCS1D03G0429400.1	TraesCS1D03G0429400.1	TraesCS1D03G0429400.1		489	false	false		TraesCS1D03G0429400.1		5.52	0.9955	0.9979	0.00160513643660	1	1	1	2	2	2	     0	     0	     0			
TraesCS5A03G0472300.1	TraesCS5A03G0472300.1	TraesCS5A03G0472300.1		492	false	false		TraesCS5A03G0472300.1		1.42	0.9955	0.9979	0.00160513643660	1	0	1	1	0	1	     0	     0	     0			decoy_202500, decoy_206270
TraesCS5A03G0949200.1	TraesCS5A03G0949200.1	TraesCS5A03G0949200.1		374	false	false		TraesCS5A03G0949200.1		5.61	0.9955	0.9979	0.00160513643660	1	0	1	2	0	2	     0	     0	     0			TraesCS5B03G0999200.1, TraesCS5B03G0999200.2, TraesCS5D03G0905200.1
TraesCS5B03G1290200.1	TraesCS5B03G1290200.1	TraesCS5B03G1290200.1		361	false	false		TraesCS5B03G1290200.1		4.99	0.9955	0.9979	0.00160513643660	1	0	1	1	0	1	     0	     0	     0	N-term(42.0106)		TraesCS5D03G1156300.1
TraesCS6B03G0255700.1	TraesCS6B03G0255700.1	TraesCS6B03G0255700.1		312	false	false		TraesCS6B03G0255700.1		6.09	0.9955	0.9979	0.00160513643660	1	1	1	1	1	1	     0	     0	     0			
TraesCS7A03G0253600.1	TraesCS7A03G0253600.1	TraesCS7A03G0253600.1		450	false	false		TraesCS7A03G0253600.1		1.78	0.9955	0.9979	0.00160513643660	1	1	1	2	2	2	     0	     0	     0			
TraesCS7B03G1094700LC.1	TraesCS7B03G1094700LC.1	TraesCS7B03G1094700LC.1		61	false	false		TraesCS7B03G1094700LC.1		24.59	0.9955	0.9979	0.00160513643660	1	1	1	4	4	4	     0	     0	     0	9M(15.9949)		
TraesCS7D03G0613600LC.1	TraesCS7D03G0613600LC.1	TraesCS7D03G0613600LC.1		150	false	false		TraesCS7D03G0613600LC.1		6.00	0.9955	0.9979	0.00160513643660	1	1	1	1	1	1	     0	     0	     0			
TraesCS1B03G0974900LC.1	TraesCS1B03G0974900LC.1	TraesCS1B03G0974900LC.1		297	false	false		TraesCS1B03G0974900LC.1		3.03	0.9953	0.9978	0.00160513643660	1	1	1	1	1	1	     0	     0	     0			
TraesCS3A03G0311700.1	TraesCS3A03G0311700.1	TraesCS3A03G0311700.1		319	false	false		TraesCS3A03G0311700.1		6.58	0.9953	0.9978	0.00160513643660	1	0	1	4	0	4	     0	     0	     0			TraesCS3B03G0370600.1, TraesCS3D03G0289900.1
TraesCS3A03G0089300.1	TraesCS3A03G0089300.1	TraesCS3A03G0089300.1		599	false	false		TraesCS3A03G0089300.1		1.84	0.9950	0.9977	0.00160513643660	2	0	2	2	0	2	     0	     0	     0			TraesCS3A03G0089300.2, TraesCS3B03G0090300.1, TraesCS3D03G0066600.1
TraesCS3B03G0432400.1	TraesCS3B03G0432400.1	TraesCS3B03G0432400.1		522	false	false		TraesCS3B03G0432400.1		6.51	0.9950	0.9977	0.00160513643660	1	0	1	2	0	2	     0	     0	     0	N-term(42.0106)		TraesCS3D03G0345500.1
TraesCS5A03G0074100.1	TraesCS5A03G0074100.1	TraesCS5A03G0074100.1		114	false	false		TraesCS5A03G0074100.1		15.79	0.9950	0.9977	0.00160513643660	1	0	1	1	0	1	     0	     0	     0			TraesCS5B03G0067800.1, TraesCS5D03G0098500.1, TraesCS6A03G0980200.1, TraesCS6D03G0861600LC.1
TraesCS6A03G0578100.1	TraesCS6A03G0578100.1	TraesCS6A03G0578100.1		470	false	false		TraesCS6A03G0578100.1		3.40	0.9950	0.9977	0.00160513643660	1	0	1	1	0	1	     0	     0	     0			TraesCS6B03G0694200.1, TraesCS6D03G0480200.1
TraesCS7D03G1015000.1	TraesCS7D03G1015000.1	TraesCS7D03G1015000.1		169	false	false		TraesCS7D03G1015000.1		14.79	0.9950	0.9977	0.00160513643660	1	1	1	1	1	1	     0	     0	     0			
TraesCS2A03G0224400.1	TraesCS2A03G0224400.1	TraesCS2A03G0224400.1		255	false	false		TraesCS2A03G0224400.1		7.06	0.9948	0.9976	0.00160513643660	1	0	1	1	0	1	     0	     0	     0			TraesCS2B03G0310400.1
TraesCS2A03G0861400.1	TraesCS2A03G0861400.1	TraesCS2A03G0861400.1		460	false	false		TraesCS2A03G0861400.1		4.57	0.9948	0.9976	0.00160513643660	1	1	1	2	2	2	     0	     0	     0	N-term(42.0106)		
TraesCS3D03G1077000LC.1	TraesCS3D03G1077000LC.1	TraesCS3D03G1077000LC.1		573	false	false		TraesCS3D03G1077000LC.1		4.19	0.9948	0.9976	0.00160513643660	1	1	1	1	1	1	     0	     0	     0	6M(15.9949)		
TraesCS4A03G0714400.1	TraesCS4A03G0714400.1	TraesCS4A03G0714400.1		213	false	false		TraesCS4A03G0714400.1		9.86	0.9948	0.9976	0.00160513643660	1	1	1	2	2	2	     0	     0	     0			
TraesCS6A03G0782800.1	TraesCS6A03G0782800.1	TraesCS6A03G0782800.1		349	false	false		TraesCS6A03G0782800.1		4.58	0.9948	0.9976	0.00160513643660	1	0	1	1	0	1	     0	     0	     0			TraesCS6A03G0782800.2, TraesCS6B03G0928600.1, TraesCS6B03G0928600.2, TraesCS6B03G0928600.3, TraesCS6D03G0662100LC.1, TraesCS6D03G0662100LC.2
TraesCS7A03G0589200.1	TraesCS7A03G0589200.1	TraesCS7A03G0589200.1		262	false	false		TraesCS7A03G0589200.1		8.02	0.9948	0.9976	0.00160513643660	1	1	1	2	2	2	     0	     0	     0			
TraesCS1A03G0638500.1	TraesCS1A03G0638500.1	TraesCS1A03G0638500.1		522	false	false		TraesCS1A03G0638500.1		6.32	0.9946	0.9975	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS1B03G0725800.1, TraesCS1B03G0725800.2, TraesCS1D03G0597400.1, TraesCS1D03G0597400.2, TraesCS1D03G0597400.3
TraesCS6B03G0176900LC.1	TraesCS6B03G0176900LC.1	TraesCS6B03G0176900LC.1		119	false	false		TraesCS6B03G0176900LC.1		18.49	0.9944	0.9974	0.00309119010819	1	1	1	2	2	2	     0	     0	     0			
TraesCS4A03G0896900.1	TraesCS4A03G0896900.1	TraesCS4A03G0896900.1		843	false	false		TraesCS4A03G0896900.1		6.29	0.9943	0.9990	0.00000000000000	3	0	1	6	0	4	     0	     0	     0			TraesCS4A03G0897000.1, TraesCS5B03G1237200.1, TraesCS5B03G1237300.1, TraesCS5B03G1237400.1, TraesCS5D03G1112600.1, TraesCS5D03G1112700.1, TraesCS7A03G1119800.1, TraesCS7B03G0976000.1, TraesCS7D03G1066700.1
TraesCS1B03G0331800LC.1	TraesCS1B03G0331800LC.1	TraesCS1B03G0331800LC.1		225	false	false		TraesCS1B03G0331800LC.1		10.22	0.9942	0.9973	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS1D03G0241700.1
TraesCS2B03G0205500LC.1	TraesCS2B03G0205500LC.1	TraesCS2B03G0205500LC.1		451	false	false		TraesCS2B03G0205500LC.1		1.77	0.9942	0.9973	0.00309119010819	1	1	1	2	2	2	     0	     0	     0			
TraesCS2B03G0473200.1	TraesCS2B03G0473200.1	TraesCS2B03G0473200.1		226	false	false		TraesCS2B03G0473200.1		6.19	0.9942	0.9973	0.00309119010819	1	0	1	3	0	3	     0	     0	     0	N-term(42.0106)		TraesCS2D03G0369700.1
TraesCS3B03G1495400.1	TraesCS3B03G1495400.1	TraesCS3B03G1495400.1		398	false	false		TraesCS3B03G1495400.1		2.26	0.9940	0.9972	0.00309119010819	1	1	1	1	1	1	     0	     0	     0			
TraesCS7A03G0617200.1	TraesCS7A03G0617200.1	TraesCS7A03G0617200.1		393	false	false		TraesCS7A03G0617200.1		3.05	0.9940	0.9972	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS7B03G0449400.1, TraesCS7D03G0608000.1
TraesCS3A03G0095800.1	TraesCS3A03G0095800.1	TraesCS3A03G0095800.1		610	false	false		TraesCS3A03G0095800.1		2.79	0.9933	0.9969	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS3B03G0079600.1, TraesCS3D03G0057400.1
TraesCS5A03G0565400.1	TraesCS5A03G0565400.1	TraesCS5A03G0565400.1		928	false	false		TraesCS5A03G0565400.1		1.19	0.9933	0.9969	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS5A03G0963000.1, TraesCS5B03G0576800.1, TraesCS5B03G1013800.1, TraesCS5D03G0531600.1, TraesCS5D03G0917600.1
TraesCS1A03G1006500.1	TraesCS1A03G1006500.1	TraesCS1A03G1006500.1		583	false	false		TraesCS1A03G1006500.1		3.26	0.9931	0.9968	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS1B03G1188000.1, TraesCS1D03G0969300.1, TraesCS1D03G0969300.2
TraesCS2B03G0020800LC.1	TraesCS2B03G0020800LC.1	TraesCS2B03G0020800LC.1		131	false	false		TraesCS2B03G0020800LC.1		5.34	0.9931	0.9968	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			
TraesCS4B03G0965600.1	TraesCS4B03G0965600.1	TraesCS4B03G0965600.1		218	false	false		TraesCS4B03G0965600.1		5.05	0.9931	0.9968	0.00309119010819	1	0	1	1	0	1	     0	     0	     0	3C(57.0214), 4M(15.9949)		TraesCS4B03G0965600.2, TraesCS5A03G1270100.1, TraesCS5A03G1270100.2
TraesCS3A03G0116000.2	TraesCS3A03G0116000.2	TraesCS3A03G0116000.2		262	false	false		TraesCS3A03G0116000.2		6.11	0.9929	0.9967	0.00309119010819	1	0	1	2	0	2	     0	     0	     0	14M(15.9949), N-term(42.0106)		TraesCS3D03G0102900.1
TraesCS7A03G0933300.1	TraesCS7A03G0933300.1	TraesCS7A03G0933300.1		255	false	false		TraesCS7A03G0933300.1		9.02	0.9927	0.9966	0.00309119010819	1	0	1	2	0	2	     0	     0	     0			TraesCS7A03G0933300.2, TraesCS7A03G0933300.3, TraesCS7B03G0782400.1, TraesCS7B03G0782400.2, TraesCS7D03G0900600.1, TraesCS7D03G0900600.2, TraesCS7D03G0900600.3
TraesCS1A03G1071000.1	TraesCS1A03G1071000.1	TraesCS1A03G1071000.1		379	false	false		TraesCS1A03G1071000.1		5.80	0.9925	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS1A03G1071000.2, TraesCS1B03G1269100.1, TraesCS1B03G1269100.2, TraesCS1B03G1269100.3, TraesCS1D03G1034800.1, TraesCS1D03G1034800.2, TraesCS1D03G1034800.3, TraesCS2D03G1273000LC.1, TraesCS3D03G1097700LC.1, TraesCS4A03G0407900LC.1, TraesCS5B03G0440400LC.1, TraesCS5D03G0607600LC.1
TraesCS3A03G0533900.1	TraesCS3A03G0533900.1	TraesCS3A03G0533900.1		675	false	false		TraesCS3A03G0533900.1		1.48	0.9925	0.9965	0.00309119010819	1	0	1	3	0	3	     0	     0	     0			TraesCS3B03G0615300.1, TraesCS3D03G0496400.1
TraesCS6A03G0470100.1	TraesCS6A03G0470100.1	TraesCS6A03G0470100.1		413	false	false		TraesCS6A03G0470100.1		7.75	0.9925	0.9965	0.00309119010819	1	0	1	1	0	1	     0	     0	     0	N-term(42.0106)		TraesCS6B03G0585300.1, TraesCS6B03G0585300.2, TraesCS6D03G0392300.1
TraesCS1A03G1080900.1	TraesCS1A03G1080900.1	TraesCS1A03G1080900.1		484	false	false		TraesCS1A03G1080900.1		11.98	0.9924	0.9945	0.00442477876106	2	1	1	3	1	1	     0	     0	     0			
TraesCS3A03G0235100LC.1	TraesCS3A03G0235100LC.1	TraesCS3A03G0235100LC.1		114	false	false		TraesCS3A03G0235100LC.1		15.79	0.9923	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS3B03G0998800.1, TraesCS5B03G0697700LC.1, TraesCS5B03G0920000LC.1, TraesCS7A03G0363100.1, TraesCS7B03G0159600.1, TraesCS7B03G0159600.2, TraesCS7D03G0349300.1
TraesCS6A03G0251300.1	TraesCS6A03G0251300.1	TraesCS6A03G0251300.1		1726	false	false		TraesCS6A03G0251300.1		0.81	0.9920	0.9963	0.00309119010819	1	0	1	1	0	1	     0	     0	     0			TraesCS6A03G0251300.2, TraesCS6B03G0342100.1, TraesCS6D03G0206300.1
TraesCS3A03G0636900.1	TraesCS3A03G0636900.1	TraesCS3A03G0636900.1		178	false	false		TraesCS3A03G0636900.1		10.11	0.9919	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0			TraesCS3B03G0703500.1, TraesCS3B03G0831600LC.1, TraesCS3D03G0573800.1, TraesCS3D03G0669300LC.1
TraesCS7A03G1224000.1	TraesCS7A03G1224000.1	TraesCS7A03G1224000.1		601	false	false		TraesCS7A03G1224000.1		1.33	0.9919	0.9986	0.00000000000000	1	0	1	1	0	1	     0	     0	     0			TraesCS7D03G1163300.1
TraesCS1A03G0242100.1	TraesCS1A03G0242100.1	TraesCS1A03G0242100.1		565	false	false		TraesCS1A03G0242100.1		3.19	0.9918	0.9962	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS1A03G0242100.2, TraesCS1A03G0242100.3, TraesCS1D03G0253200.1, TraesCS1D03G0253200.3, TraesCS1D03G0253200.4
TraesCS5B03G0309500.1	TraesCS5B03G0309500.1	TraesCS5B03G0309500.1		193	false	false		TraesCS5B03G0309500.1		20.21	0.9918	0.9962	0.00442477876106	1	0	1	1	0	1	     0	     0	     0	2C(57.0214)		TraesCS5B03G0309500.2
TraesCS1A03G0966000.1	TraesCS1A03G0966000.1	TraesCS1A03G0966000.1		1069	false	false		TraesCS1A03G0966000.1		3.09	0.9916	0.9961	0.00442477876106	1	0	1	2	0	2	     0	     0	     0			TraesCS1A03G0966000.2, TraesCS1D03G0940000.1, TraesCS1D03G0940000.2
TraesCS1A03G1031600.1	TraesCS1A03G1031600.1	TraesCS1A03G1031600.1		163	false	false		TraesCS1A03G1031600.1		12.88	0.9916	0.9961	0.00442477876106	1	0	1	2	0	2	     0	     0	     0			TraesCS1B03G1221300.1, TraesCS1D03G0993600.1
TraesCS7A03G0623600.1	TraesCS7A03G0623600.1	TraesCS7A03G0623600.1		566	false	false		TraesCS7A03G0623600.1		2.65	0.9916	0.9961	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS7A03G0623600.2, TraesCS7A03G0623600.3, TraesCS7A03G0623600.4, TraesCS7A03G0623600.5, TraesCS7A03G0623600.6, TraesCS7A03G0623600.7, TraesCS7B03G0449700.1, TraesCS7B03G0449700.2, TraesCS7B03G0449700.3, TraesCS7B03G0449700.4, TraesCS7B03G0449700.5, TraesCS7B03G0449700.6, TraesCS7B03G0449700.7, TraesCS7D03G0608200.1, TraesCS7D03G0608200.2, TraesCS7D03G0608200.3, TraesCS7D03G0608200.4, TraesCS7D03G0608200.5
TraesCS5B03G0117500.1	TraesCS5B03G0117500.1	TraesCS5B03G0117500.1		479	false	false		TraesCS5B03G0117500.1		1.46	0.9914	0.9960	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			decoy_106360, decoy_106364, decoy_106369, decoy_111411, decoy_111414, decoy_11388, decoy_147708, decoy_219, decoy_23771, decoy_266433, decoy_39018, decoy_87820, decoy_94770
TraesCS7D03G0894400LC.1	TraesCS7D03G0894400LC.1	TraesCS7D03G0894400LC.1		141	false	false		TraesCS7D03G0894400LC.1		7.09	0.9914	0.9960	0.00442477876106	1	1	1	1	1	1	     0	     0	     0	N-term(42.0106)		
TraesCS5A03G0504500.1	TraesCS5A03G0504500.1	TraesCS5A03G0504500.1		608	false	false		TraesCS5A03G0504500.1		3.12	0.9910	0.9958	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS5B03G0507700.1, TraesCS5D03G0470200.1
TraesCS1A03G0096700.1	TraesCS1A03G0096700.1	TraesCS1A03G0096700.1		567	false	false		TraesCS1A03G0096700.1		3.35	0.9907	0.9957	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS1B03G0121200.1, TraesCS1D03G0083800.1
TraesCS5B03G0228300LC.1	TraesCS5B03G0228300LC.1	TraesCS5B03G0228300LC.1		628	false	false		TraesCS5B03G0228300LC.1		1.11	0.9907	0.9957	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			
TraesCS2A03G0598200LC.1	TraesCS2A03G0598200LC.1	TraesCS2A03G0598200LC.1		128	false	false		TraesCS2A03G0598200LC.1		5.47	0.9905	0.9956	0.00442477876106	1	1	1	1	1	1	     0	     0	     0			
TraesCS2A03G0939700.1	TraesCS2A03G0939700.1	TraesCS2A03G0939700.1		142	false	false		TraesCS2A03G0939700.1		16.90	0.9905	0.9956	0.00442477876106	1	0	1	1	0	1	     0	     0	     0	9M(15.9949)		TraesCS2B03G1034800.1, TraesCS2D03G0880600.1
TraesCS1B03G0340400.1	TraesCS1B03G0340400.1	TraesCS1B03G0340400.1		566	false	false		TraesCS1B03G0340400.1		3.18	0.9903	0.9955	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS1B03G0340400.3
TraesCS5D03G0540600LC.1	TraesCS5D03G0540600LC.1	TraesCS5D03G0540600LC.1		105	false	false		TraesCS5D03G0540600LC.1		8.57	0.9903	0.9955	0.00442477876106	1	1	1	1	1	1	     0	     0	     0			
TraesCS7A03G1365000LC.1	TraesCS7A03G1365000LC.1	TraesCS7A03G1365000LC.1		115	false	false		TraesCS7A03G1365000LC.1		6.09	0.9903	0.9955	0.00442477876106	1	1	1	2	2	2	     0	     0	     0	6M(15.9949)		
TraesCS3A03G0543500.1	TraesCS3A03G0543500.1	TraesCS3A03G0543500.1		2699	false	false		TraesCS3A03G0543500.1		0.30	0.9901	0.9954	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS3B03G0625300.1
TraesCS1A03G0527300.1	TraesCS1A03G0527300.1	TraesCS1A03G0527300.1		416	false	false		TraesCS1A03G0527300.1		4.33	0.9895	0.9951	0.00442477876106	1	0	1	2	0	2	     0	     0	     0			TraesCS1B03G0616500.1, TraesCS1D03G0508800.1
TraesCS3A03G0859300.2	TraesCS3A03G0859300.2	TraesCS3A03G0859300.2		1023	false	false		TraesCS3A03G0859300.2		1.17	0.9890	0.9949	0.00442477876106	1	0	1	1	0	1	     0	     0	     0			TraesCS3A03G0859300.3, TraesCS3A03G0859300.6, TraesCS3A03G0859300.7, TraesCS3A03G0859300.8, TraesCS3B03G0983900.1, TraesCS3B03G0983900.2, TraesCS3B03G0983900.3, TraesCS3B03G0983900.5, TraesCS3B03G0983900.6, TraesCS3D03G0787900.1, TraesCS3D03G0787900.2, TraesCS3D03G0787900.3, TraesCS3D03G0787900.4, TraesCS3D03G0787900.5
TraesCS5A03G0248200.1	TraesCS5A03G0248200.1	TraesCS5A03G0248200.1		477	false	false		TraesCS5A03G0248200.1		5.24	0.9890	0.9990	0.00000000000000	1	0	1	1	0	1	     0	     0	     0	N-term(42.0106)		TraesCS5A03G0248200.2, TraesCS5A03G0248200.3, TraesCS5A03G0248200.4, TraesCS5A03G0248200.5
