Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
TraesCS6D03G0140500.1	TraesCS6D03G0140500.1	TraesCS6D03G0140500.1		222	false	false		TraesCS6D03G0140500.1		21.17	1.0000	0.9990	0.00000000000000	3	1	1	4	2	2	     0	     0	     0			
TraesCS6D03G0193900.1	TraesCS6D03G0193900.1	TraesCS6D03G0193900.1		530	false	false		TraesCS6D03G0193900.1		9.25	1.0000	0.9990	0.00000000000000	3	1	3	6	2	6	     0	     0	     0			
TraesCS6D03G0654900.1	TraesCS6D03G0654900.1	TraesCS6D03G0654900.1		434	false	false		TraesCS6D03G0654900.1		4.15	1.0000	0.9976	0.00110987791343	2	0	2	2	0	2	     0	     0	     0			TraesCS6D03G0654900.2
TraesCS6D03G0822900.1	TraesCS6D03G0822900.1	TraesCS6D03G0822900.1		303	false	false		TraesCS6D03G0822900.1		8.58	1.0000	0.9989	0.00000000000000	2	0	2	2	0	2	     0	     0	     0	2M(15.9949)		TraesCS6D03G0822900.2
TraesCS6D03G0850600.1	TraesCS6D03G0850600.1	TraesCS6D03G0850600.1		496	false	false		TraesCS6D03G0850600.1		11.49	1.0000	0.9990	0.00000000000000	2	1	2	3	1	3	     0	     0	     0			
TraesCS7A03G0021000.1	TraesCS7A03G0021000.1	TraesCS7A03G0021000.1		524	false	false		TraesCS7A03G0021000.1		21.18	1.0000	0.9990	0.00000000000000	5	2	2	7	4	4	     0	     0	     0			
TraesCS7A03G0041900.1	TraesCS7A03G0041900.1	TraesCS7A03G0041900.1		361	false	false		TraesCS7A03G0041900.1		10.53	1.0000	0.9990	0.00000000000000	2	2	2	5	5	5	     0	     0	     0	13M(15.9949)		
TraesCS7A03G0160800.2	TraesCS7A03G0160800.2	TraesCS7A03G0160800.2		633	false	false		TraesCS7A03G0160800.2		33.33	1.0000	0.9990	0.00000000000000	8	0	8	21	0	21	     0	     0	     0	2M(15.9949)		TraesCS7D03G0149600.1
TraesCS7A03G0420200.1	TraesCS7A03G0420200.1	TraesCS7A03G0420200.1		314	false	false		TraesCS7A03G0420200.1		6.69	1.0000	0.9990	0.00000000000000	1	0	1	2	0	2	     0	     0	     0	13M(15.9949)		TraesCS7B03G0226800.1, TraesCS7D03G0408700.1, TraesCS7D03G0408700.2
TraesCS7A03G0443500.1	TraesCS7A03G0443500.1	TraesCS7A03G0443500.1		374	false	false		TraesCS7A03G0443500.1		13.37	1.0000	0.9990	0.00000000000000	2	1	2	3	2	3	     0	     0	     0			
TraesCS7A03G0505500.1	TraesCS7A03G0505500.1	TraesCS7A03G0505500.1		545	false	false		TraesCS7A03G0505500.1		9.36	1.0000	0.9990	0.00000000000000	3	1	3	3	1	3	     0	     0	     0	16C(57.0214), 24M(15.9949)		
TraesCS7A03G0555500.1	TraesCS7A03G0555500.1	TraesCS7A03G0555500.1		700	false	false		TraesCS7A03G0555500.1		2.29	1.0000	0.9984	0.00000000000000	2	0	2	2	0	2	     0	     0	     0	11M(15.9949), 3M(15.9949)		TraesCS7B03G0405300.1, TraesCS7B03G0405300.2, TraesCS7D03G0537900.1
TraesCS7A03G0645200.1	TraesCS7A03G0645200.1	TraesCS7A03G0645200.1		435	false	false		TraesCS7A03G0645200.1		8.51	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7B03G0469800.1, TraesCS7B03G0469800.2, TraesCS7D03G0625600.1
TraesCS7A03G0646400.1	TraesCS7A03G0646400.1	TraesCS7A03G0646400.1		304	false	false		TraesCS7A03G0646400.1		12.83	1.0000	0.9990	0.00000000000000	2	0	2	5	0	5	     0	     0	     0	14M(15.9949)		TraesCS7B03G0470600.1, TraesCS7D03G0626200.1
TraesCS7A03G0647100.1	TraesCS7A03G0647100.1	TraesCS7A03G0647100.1		283	false	false		TraesCS7A03G0647100.1		21.91	1.0000	0.9990	0.00000000000000	4	0	4	9	0	9	     0	     0	     0			TraesCS7B03G0472800.1, TraesCS7D03G0626900.1
TraesCS7A03G0671700.1	TraesCS7A03G0671700.1	TraesCS7A03G0671700.1		358	false	false		TraesCS7A03G0671700.1		12.57	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7D03G0644300.1
TraesCS7A03G0724200.1	TraesCS7A03G0724200.1	TraesCS7A03G0724200.1		287	false	false		TraesCS7A03G0724200.1		22.30	1.0000	0.9990	0.00000000000000	3	0	2	11	0	4	     0	     0	     0			TraesCS7B03G0511200.1, TraesCS7D03G0693700.1
TraesCS7A03G0738100.1	TraesCS7A03G0738100.1	TraesCS7A03G0738100.1		366	false	false		TraesCS7A03G0738100.1		7.10	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS7B03G0534000.1, TraesCS7D03G0703500.1
TraesCS7A03G0762300.1	TraesCS7A03G0762300.1	TraesCS7A03G0762300.1		320	false	false		TraesCS7A03G0762300.1		15.62	1.0000	0.9990	0.00000000000000	2	0	2	7	0	7	     0	     0	     0			TraesCS7B03G0593200.1, TraesCS7D03G0732300.1
TraesCS7A03G0770100.1	TraesCS7A03G0770100.1	TraesCS7A03G0770100.1		337	false	false		TraesCS7A03G0770100.1		36.20	1.0000	0.9990	0.00000000000000	5	0	5	18	0	18	     0	     0	     0	13M(15.9949), 23M(15.9949), 26M(15.9949), 3M(15.9949)		TraesCS7A03G0770100.2, TraesCS7A03G0770100.3, TraesCS7B03G0600400.1, TraesCS7D03G0737500.1
TraesCS7A03G0779600.1	TraesCS7A03G0779600.1	TraesCS7A03G0779600.1		110	false	false		TraesCS7A03G0779600.1		52.73	1.0000	0.9990	0.00000000000000	4	0	4	12	0	12	     0	     0	     0			TraesCS7B03G0615500.1, TraesCS7D03G0746800.1
TraesCS7A03G0847000.1	TraesCS7A03G0847000.1	TraesCS7A03G0847000.1		918	false	false		TraesCS7A03G0847000.1		5.66	1.0000	0.9990	0.00000000000000	3	0	3	3	0	3	     0	     0	     0			TraesCS7B03G0663800.1, TraesCS7D03G0790600.1
TraesCS7A03G0848400.1	TraesCS7A03G0848400.1	TraesCS7A03G0848400.1		558	false	false		TraesCS7A03G0848400.1		8.60	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS7B03G0662000.1, TraesCS7B03G0662000.2, TraesCS7D03G0789300.1, TraesCS7D03G0789300.2
TraesCS7A03G0876800.1	TraesCS7A03G0876800.1	TraesCS7A03G0876800.1		535	false	false		TraesCS7A03G0876800.1		11.03	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS7B03G0736900.2, TraesCS7B03G0736900.3, TraesCS7D03G0859500.1, TraesCS7D03G0859500.2
TraesCS7A03G0886400.1	TraesCS7A03G0886400.1	TraesCS7A03G0886400.1		413	false	false		TraesCS7A03G0886400.1		19.13	1.0000	0.9990	0.00000000000000	4	0	4	18	0	18	     0	     0	     0	5M(15.9949)		TraesCS7D03G0849700.1
TraesCS7A03G0916800.1	TraesCS7A03G0916800.1	TraesCS7A03G0916800.1		351	false	false		TraesCS7A03G0916800.1		12.54	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7B03G0760700.1, TraesCS7D03G0879600.1
TraesCS7A03G0927100.1	TraesCS7A03G0927100.1	TraesCS7A03G0927100.1		241	false	false		TraesCS7A03G0927100.1		10.79	1.0000	0.9990	0.00000000000000	3	0	2	4	0	3	     0	     0	     0	N-term(42.0106)		TraesCS7B03G0774900.1, TraesCS7D03G0890900.1
TraesCS7A03G0954200.1	TraesCS7A03G0954200.1	TraesCS7A03G0954200.1		230	false	false		TraesCS7A03G0954200.1		17.83	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS7B03G0796900.1, TraesCS7D03G0919400.1
TraesCS7A03G0958500.1	TraesCS7A03G0958500.1	TraesCS7A03G0958500.1		326	false	false		TraesCS7A03G0958500.1		14.72	1.0000	0.9990	0.00000000000000	3	0	2	4	0	3	     0	     0	     0			TraesCS7B03G0801400.1, TraesCS7D03G0923200.1
TraesCS7A03G1004800.1	TraesCS7A03G1004800.1	TraesCS7A03G1004800.1		428	false	false		TraesCS7A03G1004800.1		6.78	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS7B03G0845300.1, TraesCS7D03G0959500.1, TraesCS7D03G0959500.2, TraesCS7D03G0959500.3
TraesCS7A03G1006300.2	TraesCS7A03G1006300.2	TraesCS7A03G1006300.2		438	false	false		TraesCS7A03G1006300.2		11.42	1.0000	0.9989	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			
TraesCS7A03G1091400.1	TraesCS7A03G1091400.1	TraesCS7A03G1091400.1		191	false	false		TraesCS7A03G1091400.1		13.61	1.0000	0.9990	0.00000000000000	1	0	1	4	0	4	     0	     0	     0	11M(15.9949)		TraesCS7B03G0939600.1, TraesCS7D03G1043200.1
TraesCS7A03G1141400.2	TraesCS7A03G1141400.2	TraesCS7A03G1141400.2		673	false	false		TraesCS7A03G1141400.2		11.00	1.0000	0.9990	0.00000000000000	3	0	3	6	0	6	     0	     0	     0	10M(15.9949), 25M(15.9949)		TraesCS7B03G1004000.1, TraesCS7D03G1087900.1
TraesCS7A03G1157800.1	TraesCS7A03G1157800.1	TraesCS7A03G1157800.1		406	false	false		TraesCS7A03G1157800.1		9.85	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7A03G1157800.2, TraesCS7A03G1157800.3, TraesCS7B03G1023500.1, TraesCS7D03G1105500.1, TraesCS7D03G1105500.2, TraesCS7D03G1105500.3
TraesCS7A03G1186200.1	TraesCS7A03G1186200.1	TraesCS7A03G1186200.1		615	false	false		TraesCS7A03G1186200.1		15.77	1.0000	0.9990	0.00000000000000	5	0	5	8	0	8	     0	     0	     0	11M(15.9949), 16M(15.9949)		TraesCS7B03G1057200.1, TraesCS7D03G1126900.2
TraesCS7A03G1253800.1	TraesCS7A03G1253800.1	TraesCS7A03G1253800.1		1171	false	false		TraesCS7A03G1253800.1		2.90	1.0000	0.9990	0.00000000000000	2	0	2	5	0	5	     0	     0	     0			TraesCS7A03G1253800.2, TraesCS7A03G1253800.3, TraesCS7B03G1173600.1, TraesCS7B03G1173600.2, TraesCS7D03G1198100.1, TraesCS7D03G1198100.2, TraesCS7D03G1198100.3, TraesCS7D03G1198100.4
TraesCS7A03G1332800.1	TraesCS7A03G1332800.1	TraesCS7A03G1332800.1		686	false	false		TraesCS7A03G1332800.1		12.39	1.0000	0.9990	0.00000000000000	4	0	4	10	0	10	     0	     0	     0	4M(15.9949)		TraesCS7B03G1267400.1, TraesCS7D03G1259900.1
TraesCS7A03G1336800.1	TraesCS7A03G1336800.1	TraesCS7A03G1336800.1		492	false	false		TraesCS7A03G1336800.1		5.08	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7A03G1336800.2, TraesCS7A03G1337400.1, TraesCS7B03G1272500.1
TraesCS7A03G1342600.1	TraesCS7A03G1342600.1	TraesCS7A03G1342600.1		161	false	false		TraesCS7A03G1342600.1		24.22	1.0000	0.9990	0.00000000000000	1	0	1	4	0	4	     0	     0	     0			TraesCS7A03G1342600.2
TraesCS7A03G1366100.1	TraesCS7A03G1366100.1	TraesCS7A03G1366100.1		418	false	false		TraesCS7A03G1366100.1		13.16	1.0000	0.9990	0.00000000000000	3	0	3	6	0	6	     0	     0	     0			TraesCS7B03G1307200.1, TraesCS7D03G1294100.1
TraesCS7B03G0207900.1	TraesCS7B03G0207900.1	TraesCS7B03G0207900.1		323	false	false		TraesCS7B03G0207900.1		14.24	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0	N-term(42.0106)		TraesCS7D03G0391800.1
TraesCS7B03G0402800.1	TraesCS7B03G0402800.1	TraesCS7B03G0402800.1		401	false	false		TraesCS7B03G0402800.1		19.95	1.0000	0.9990	0.00000000000000	3	1	3	5	2	5	     0	     0	     0	N-term(42.0106)		
TraesCS7B03G0428400.1	TraesCS7B03G0428400.1	TraesCS7B03G0428400.1		172	false	false		TraesCS7B03G0428400.1		18.60	1.0000	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS7D03G0588600.1
TraesCS7B03G0546000.1	TraesCS7B03G0546000.1	TraesCS7B03G0546000.1		431	false	false		TraesCS7B03G0546000.1		5.10	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS7B03G0546000.2, TraesCS7D03G0651600.1, TraesCS7D03G0651600.2
TraesCS7B03G0560800.1	TraesCS7B03G0560800.1	TraesCS7B03G0560800.1		419	false	false		TraesCS7B03G0560800.1		10.98	1.0000	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7B03G0560800.2, TraesCS7B03G0560800.3, TraesCS7D03G0650200.1, TraesCS7D03G0650200.2
TraesCS7B03G0710600.1	TraesCS7B03G0710600.1	TraesCS7B03G0710600.1		459	false	false		TraesCS7B03G0710600.1		7.41	1.0000	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS7B03G0710600.2
TraesCS7B03G0730400.1	TraesCS7B03G0730400.1	TraesCS7B03G0730400.1		410	false	false		TraesCS7B03G0730400.1		13.90	1.0000	0.9990	0.00000000000000	3	0	1	13	0	5	     0	     0	     0	5M(15.9949)		
TraesCS7B03G0771700.1	TraesCS7B03G0771700.1	TraesCS7B03G0771700.1		360	false	false		TraesCS7B03G0771700.1		22.50	1.0000	0.9990	0.00000000000000	4	2	2	17	3	3	     0	     0	     0			
TraesCS7B03G0926700.1	TraesCS7B03G0926700.1	TraesCS7B03G0926700.1		392	false	false		TraesCS7B03G0926700.1		11.48	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0			
TraesCS7D03G0023900.1	TraesCS7D03G0023900.1	TraesCS7D03G0023900.1		475	false	false		TraesCS7D03G0023900.1		35.16	1.0000	0.9990	0.00000000000000	7	0	7	19	0	19	     0	     0	     0	10M(15.9949), 12M(15.9949), 7M(15.9949)		TraesCS7D03G0023900.2
TraesCS7D03G0149700.1	TraesCS7D03G0149700.1	TraesCS7D03G0149700.1		510	false	false		TraesCS7D03G0149700.1		9.41	1.0000	0.9979	0.00110987791343	3	1	3	4	1	4	     0	     0	     0			
TraesCS7D03G0798300.1	TraesCS7D03G0798300.1	TraesCS7D03G0798300.1		260	false	false		TraesCS7D03G0798300.1		22.69	1.0000	0.9990	0.00000000000000	2	2	2	3	3	3	     0	     0	     0	N-term(42.0106)		
TraesCS7D03G0884200.1	TraesCS7D03G0884200.1	TraesCS7D03G0884200.1		503	false	false		TraesCS7D03G0884200.1		14.91	1.0000	0.9990	0.00000000000000	4	0	4	5	0	5	     0	     0	     0	2M(15.9949)		
TraesCS1A03G0669900.1	TraesCS1A03G0669900.1	TraesCS1A03G0669900.1		206	false	false		TraesCS1A03G0669900.1		27.67	0.9999	0.9990	0.00000000000000	3	0	3	5	0	5	     0	     0	     0	N-term(42.0106)		TraesCS1B03G0761100.1, TraesCS1B03G0761100.2, TraesCS1D03G0633000.1
TraesCS1A03G1008400.1	TraesCS1A03G1008400.1	TraesCS1A03G1008400.1		299	false	false		TraesCS1A03G1008400.1		34.78	0.9999	0.9990	0.00000000000000	3	0	1	8	0	3	     0	     0	     0			TraesCS1A03G1008400.2
TraesCS1B03G0604100.1	TraesCS1B03G0604100.1	TraesCS1B03G0604100.1		313	false	false		TraesCS1B03G0604100.1		18.53	0.9999	0.9990	0.00000000000000	2	1	1	5	4	4	     0	     0	     0			
TraesCS2A03G0685200.1	TraesCS2A03G0685200.1	TraesCS2A03G0685200.1		225	false	false		TraesCS2A03G0685200.1		29.78	0.9999	0.9990	0.00000000000000	5	1	5	7	2	7	     0	     0	     0			
TraesCS2A03G0741400.1	TraesCS2A03G0741400.1	TraesCS2A03G0741400.1		258	false	false		TraesCS2A03G0741400.1		12.02	0.9999	0.9990	0.00000000000000	2	0	2	6	0	6	     0	     0	     0			TraesCS2D03G0683800.1
TraesCS2B03G0766500.3	TraesCS2B03G0766500.3	TraesCS2B03G0766500.3		224	false	false		TraesCS2B03G0766500.3		29.91	0.9999	0.9990	0.00000000000000	5	1	1	6	1	1	     0	     0	     0			
TraesCS2B03G0817900.1	TraesCS2B03G0817900.1	TraesCS2B03G0817900.1		262	false	false		TraesCS2B03G0817900.1		11.83	0.9999	0.9989	0.00000000000000	2	1	1	6	2	2	     0	     0	     0			
TraesCS2B03G0857900.1	TraesCS2B03G0857900.1	TraesCS2B03G0857900.1		152	false	false		TraesCS2B03G0857900.1		30.92	0.9999	0.9990	0.00000000000000	3	1	1	6	1	1	     0	     0	     0	2M(15.9949), 5M(15.9949)		
TraesCS2D03G0639100.1	TraesCS2D03G0639100.1	TraesCS2D03G0639100.1		225	false	false		TraesCS2D03G0639100.1		29.33	0.9999	0.9990	0.00000000000000	5	1	1	7	2	2	     0	     0	     0			
TraesCS2D03G1232800LC.1	TraesCS2D03G1232800LC.1	TraesCS2D03G1232800LC.1		477	false	false		TraesCS2D03G1232800LC.1		46.75	0.9999	0.9959	0.00287562904385	12	1	2	52	19	20	     0	     0	     0			
TraesCS3A03G0051400.1	TraesCS3A03G0051400.1	TraesCS3A03G0051400.1		1018	false	false		TraesCS3A03G0051400.1		5.89	0.9999	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS3A03G0051400.2, TraesCS3B03G0044100.1
TraesCS3A03G0671500.1	TraesCS3A03G0671500.1	TraesCS3A03G0671500.1		551	false	false		TraesCS3A03G0671500.1		25.23	0.9999	0.9990	0.00000000000000	7	0	1	19	0	3	     0	     0	     0			TraesCS3B03G0767600.1, TraesCS3D03G0613600.2
TraesCS3A03G0870600.1	TraesCS3A03G0870600.1	TraesCS3A03G0870600.1		832	false	false		TraesCS3A03G0870600.1		4.45	0.9999	0.9990	0.00000000000000	2	0	2	4	0	4	     0	     0	     0			TraesCS3B03G0993200.1
TraesCS3A03G0871600.1	TraesCS3A03G0871600.1	TraesCS3A03G0871600.1		393	false	false		TraesCS3A03G0871600.1		6.62	0.9999	0.9985	0.00000000000000	2	0	2	5	0	5	     0	     0	     0			TraesCS3B03G0993700.1, TraesCS3D03G0797700.1, TraesCS3D03G0797700.2
TraesCS3A03G0952700.1	TraesCS3A03G0952700.1	TraesCS3A03G0952700.1		208	false	false		TraesCS3A03G0952700.1		11.06	0.9999	0.9981	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS3B03G1089400.1, TraesCS3D03G0886900.1
TraesCS3B03G0993400.1	TraesCS3B03G0993400.1	TraesCS3B03G0993400.1		863	false	false		TraesCS3B03G0993400.1		4.63	0.9999	0.9990	0.00000000000000	2	0	1	4	0	2	     0	     0	     0			TraesCS3D03G0796900.1, TraesCS3D03G0797000.1
TraesCS3B03G1042200.1	TraesCS3B03G1042200.1	TraesCS3B03G1042200.1		358	false	false		TraesCS3B03G1042200.1		18.16	0.9999	0.9990	0.00000000000000	4	1	1	15	1	1	     0	     0	     0			
TraesCS3D03G0035300.1	TraesCS3D03G0035300.1	TraesCS3D03G0035300.1		999	false	false		TraesCS3D03G0035300.1		6.41	0.9999	0.9990	0.00000000000000	2	0	1	2	0	1	     0	     0	     0			TraesCS3D03G0035300.2
TraesCS3D03G0847400.1	TraesCS3D03G0847400.1	TraesCS3D03G0847400.1		358	false	false		TraesCS3D03G0847400.1		18.16	0.9999	0.9990	0.00000000000000	4	0	1	16	0	2	     0	     0	     0			TraesCS3D03G0847400.2
TraesCS4A03G0532600.1	TraesCS4A03G0532600.1	TraesCS4A03G0532600.1		480	false	false		TraesCS4A03G0532600.1		14.17	0.9999	0.9499	0.00287562904385	2	0	2	2	0	2	     0	     0	     0			TraesCS4B03G0264500.1, TraesCS4D03G0226400.1
TraesCS4A03G0750600.1	TraesCS4A03G0750600.1	TraesCS4A03G0750600.1		445	false	false		TraesCS4A03G0750600.1		11.69	0.9999	0.9990	0.00000000000000	3	0	1	3	0	1	     0	     0	     0			TraesCS4B03G0034900.1, TraesCS4D03G0024600.1
TraesCS4B03G0187300.1	TraesCS4B03G0187300.1	TraesCS4B03G0187300.1		86	false	false		TraesCS4B03G0187300.1		34.88	0.9999	0.9990	0.00000000000000	2	0	2	10	0	10	     0	     0	     0			TraesCS4B03G0743300.1, TraesCS7A03G1217500.1, TraesCS7B03G1101600.1, TraesCS7D03G1158500.1
TraesCS4B03G0343200.1	TraesCS4B03G0343200.1	TraesCS4B03G0343200.1		368	false	false		TraesCS4B03G0343200.1		27.72	0.9999	0.9990	0.00000000000000	3	1	1	6	3	3	     0	     0	     0			
TraesCS4B03G0428600.2	TraesCS4B03G0428600.2	TraesCS4B03G0428600.2		266	false	false		TraesCS4B03G0428600.2		17.67	0.9999	0.9990	0.00000000000000	3	0	3	5	0	5	     0	     0	     0	N-term(42.0106)		
TraesCS4B03G0706900.1	TraesCS4B03G0706900.1	TraesCS4B03G0706900.1		488	false	false		TraesCS4B03G0706900.1		13.11	0.9999	0.9990	0.00000000000000	3	1	3	6	1	6	     0	     0	     0			
TraesCS4D03G0646000.1	TraesCS4D03G0646000.1	TraesCS4D03G0646000.1		422	false	false		TraesCS4D03G0646000.1		16.11	0.9999	0.9990	0.00000000000000	4	1	1	5	2	2	     0	     0	     0			
TraesCS5A03G0347200.1	TraesCS5A03G0347200.1	TraesCS5A03G0347200.1		390	false	false		TraesCS5A03G0347200.1		16.41	0.9999	0.9990	0.00000000000000	3	0	1	6	0	2	     0	     0	     0			TraesCS5A03G0347200.2, TraesCS5B03G0340400.1, TraesCS5D03G0333200.1
TraesCS5A03G0509000.1	TraesCS5A03G0509000.1	TraesCS5A03G0509000.1		2359	false	false		TraesCS5A03G0509000.1		1.48	0.9999	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0			TraesCS5B03G0515300.1, TraesCS5D03G0476100.1, TraesCS7A03G0306700.1, TraesCS7B03G0079700.1, TraesCS7D03G0289300.1
TraesCS5B03G1331100.1	TraesCS5B03G1331100.1	TraesCS5B03G1331100.1		393	false	false		TraesCS5B03G1331100.1		26.72	0.9999	0.9990	0.00000000000000	4	1	1	7	2	2	     0	     0	     0	N-term(42.0106)		
TraesCS6B03G0966900.1	TraesCS6B03G0966900.1	TraesCS6B03G0966900.1		923	false	false		TraesCS6B03G0966900.1		3.14	0.9999	0.9990	0.00000000000000	2	0	2	2	0	2	     0	     0	     0	5M(15.9949), N-term(42.0106)		TraesCS6B03G0966900.2
TraesCS7A03G0615800.1	TraesCS7A03G0615800.1	TraesCS7A03G0615800.1		324	false	false		TraesCS7A03G0615800.1		24.69	0.9999	0.9990	0.00000000000000	2	0	2	5	0	5	     0	     0	     0			TraesCS7B03G0443800.1
TraesCS7A03G0682600.1	TraesCS7A03G0682600.1	TraesCS7A03G0682600.1		473	false	false		TraesCS7A03G0682600.1		7.40	0.9999	0.9989	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			TraesCS7A03G0682600.2, TraesCS7B03G0513900.1, TraesCS7B03G0513900.2, TraesCS7D03G0656000.1, TraesCS7D03G0656000.2
TraesCS7A03G0708300.1	TraesCS7A03G0708300.1	TraesCS7A03G0708300.1		207	false	false		TraesCS7A03G0708300.1		28.99	0.9999	0.9990	0.00000000000000	2	0	2	6	0	6	     0	     0	     0			TraesCS7B03G0547200.1
TraesCS7A03G0924900.1	TraesCS7A03G0924900.1	TraesCS7A03G0924900.1		390	false	false		TraesCS7A03G0924900.1		20.77	0.9999	0.9990	0.00000000000000	4	0	4	19	0	19	     0	     0	     0	28M(15.9949)		TraesCS7A03G0924900.2
TraesCS7B03G1204400.2	TraesCS7B03G1204400.2	TraesCS7B03G1204400.2		795	false	false		TraesCS7B03G1204400.2		8.05	0.9999	0.9990	0.00000000000000	3	0	3	7	0	7	     0	     0	     0			TraesCS7B03G1204400.3, TraesCS7D03G1221800.1
TraesCS7D03G0686800.1	TraesCS7D03G0686800.1	TraesCS7D03G0686800.1		201	false	false		TraesCS7D03G0686800.1		29.85	0.9999	0.9989	0.00000000000000	2	1	1	6	1	1	     0	     0	     0			
TraesCS1A03G0391400.1	TraesCS1A03G0391400.1	TraesCS1A03G0391400.1		574	false	false		TraesCS1A03G0391400.1		6.97	0.9998	0.9666	0.00287562904385	2	0	2	2	0	2	     0	     0	     0			TraesCS1B03G0473000.1
TraesCS1A03G0449900.1	TraesCS1A03G0449900.1	TraesCS1A03G0449900.1		446	false	false		TraesCS1A03G0449900.1		17.49	0.9998	0.9989	0.00000000000000	2	1	2	2	1	2	     0	     0	     0	16M(15.9949)		
TraesCS1A03G0669500.1	TraesCS1A03G0669500.1	TraesCS1A03G0669500.1		179	false	false		TraesCS1A03G0669500.1		22.91	0.9998	0.9990	0.00000000000000	2	1	1	4	2	2	     0	     0	     0			
TraesCS1A03G0718600.1	TraesCS1A03G0718600.1	TraesCS1A03G0718600.1		648	false	false		TraesCS1A03G0718600.1		7.56	0.9998	0.9989	0.00000000000000	2	0	1	4	0	2	     0	     0	     0			TraesCS1A03G0718600.2, TraesCS1B03G0819300.1, TraesCS1D03G0681300.1, TraesCS1D03G0681300.2
TraesCS1A03G0761900.1	TraesCS1A03G0761900.1	TraesCS1A03G0761900.1		265	false	false		TraesCS1A03G0761900.1		27.92	0.9998	0.9990	0.00000000000000	2	0	1	5	0	2	     0	     0	     0			TraesCS1D03G0729600.1
TraesCS1A03G0842800.1	TraesCS1A03G0842800.1	TraesCS1A03G0842800.1		447	false	false		TraesCS1A03G0842800.1		8.50	0.9998	0.9990	0.00000000000000	2	0	1	2	0	1	     0	     0	     0			TraesCS1B03G0967900.1
TraesCS1D03G0450600.2	TraesCS1D03G0450600.2	TraesCS1D03G0450600.2		446	false	false		TraesCS1D03G0450600.2		17.49	0.9998	0.9985	0.00000000000000	2	1	1	3	2	2	     0	     0	     0			
TraesCS1D03G0470100.1	TraesCS1D03G0470100.1	TraesCS1D03G0470100.1		271	false	false		TraesCS1D03G0470100.1		18.08	0.9998	0.9987	0.00000000000000	2	1	1	6	1	1	     0	     0	     0			
TraesCS2A03G0363200.1	TraesCS2A03G0363200.1	TraesCS2A03G0363200.1		429	false	false		TraesCS2A03G0363200.1		17.02	0.9998	0.9990	0.00000000000000	2	0	1	2	0	1	     0	     0	     0			TraesCS2B03G0484900.1, TraesCS2D03G0379800.1
TraesCS2A03G0717500.1	TraesCS2A03G0717500.1	TraesCS2A03G0717500.1		703	false	false		TraesCS2A03G0717500.1		7.54	0.9998	0.9990	0.00000000000000	2	0	2	7	0	7	     0	     0	     0			TraesCS2A03G0717500.2, TraesCS2B03G0795700.1, TraesCS2D03G0663400.1
TraesCS2A03G0888400.1	TraesCS2A03G0888400.1	TraesCS2A03G0888400.1		476	false	false		TraesCS2A03G0888400.1		6.30	0.9998	0.9540	0.00287562904385	2	1	2	2	1	2	     0	     0	     0			
TraesCS2A03G1337300.1	TraesCS2A03G1337300.1	TraesCS2A03G1337300.1		370	false	false		TraesCS2A03G1337300.1		12.43	0.9998	0.9990	0.00000000000000	2	0	2	3	0	3	     0	     0	     0			
TraesCS2B03G1307900.2	TraesCS2B03G1307900.2	TraesCS2B03G1307900.2		485	false	false		TraesCS2B03G1307900.2		15.88	0.9998	0.9987	0.00000000000000	7	0	1	15	0	1	     0	     0	     0			
